L, 0.312243, 0.58034, 0, 0,  , 0.287757, 0.0196602, 5.19994, 0
L, 1.17209, 0.481276, 7.81698, -0.900606,  , 0.206784, 0.0852508, 4.11649, 0.640636
L, 1.65735, 0.619509, 4.98014, 1.28415,  , 0.169139, 0.0703924, 3.36346, 0.898899
L, 2.18294, 0.666197, 5.14372, 0.799209,  , 0.146938, 0.0684163, 2.91296, 0.866597
L, 2.66794, 0.690149, 5.01527, 0.554423,  , 0.131524, 0.0711102, 2.60666, 0.805472
L, 3.07379, 0.679549, 4.6705, 0.316421,  , 0.130443, 0.0697166, 2.38903, 0.740652
L, 3.73391, 0.492624, 5.29505, -0.390612,  , 0.120921, 0.0826321, 2.21219, 0.714392
L, 4.28676, 0.517102, 5.36721, -0.194219,  , 0.114509, 0.0896309, 2.07034, 0.681752
L, 4.59415, 0.692734, 4.66472, 0.403265,  , 0.120448, 0.0849417, 1.95937, 0.64499
L, 5.27806, 0.692816, 5.33448, 0.2793,  , 0.114285, 0.0805841, 1.85956, 0.611943
L, 5.91035, 0.715051, 5.64123, 0.261628,  , 0.115014, 0.0769341, 1.77897, 0.58443
L, 6.41271, 0.838374, 5.44862, 0.56461,  , 0.114519, 0.0763249, 1.70544, 0.560557
L, 6.87554, 0.810289, 5.19228, 0.300424,  , 0.111174, 0.0733617, 1.63861, 0.542316
L, 7.2744, 0.894987, 4.81602, 0.471277,  , 0.108189, 0.0708872, 1.58108, 0.52406
L, 7.77907, 0.837848, 4.88811, 0.145419,  , 0.105776, 0.0735635, 1.52844, 0.527035
L, 8.25857, 0.846748, 4.85902, 0.127792,  , 0.104995, 0.0831226, 1.48092, 0.538272
L, 8.74525, 0.9479, 4.86147, 0.403836,  , 0.105451, 0.0891616, 1.43744, 0.536942
L, 9.2428, 1.01672, 4.89707, 0.492663,  , 0.106244, 0.0970564, 1.39726, 0.53701
L, 9.88014, 1.24358, 5.35818, 1.04735,  , 0.103489, 0.0957322, 1.36262, 0.523196
L, 10.338, 1.40007, 5.1148, 1.20901,  , 0.100986, 0.0935826, 1.32863, 0.510132
L, 10.7942, 1.48905, 4.94219, 1.10928,  , 0.0993824, 0.0928381, 1.29663, 0.501781
L, 11.428, 1.60682, 5.37789, 1.13066,  , 0.0988274, 0.0934239, 1.27163, 0.497521
