R, 9.18124, 1.08512, 5.26735, 0.84846, 0.118457, 0.248945, 0.147992, 1.31461, 0.954036
R, 9.73763, 1.27053, 5.25263, 1.08003, 0.119938, 0.243999, 0.144087, 1.28079, 0.928592
R, 10.2502, 1.47001, 4.91156, 1.24916, 0.133523, 0.239831, 0.142204, 1.24843, 0.905126
R, 10.7273, 1.6155, 4.62475, 1.25427, 0.147407, 0.235521, 0.141158, 1.22016, 0.883479
R, 11.2493, 1.64458, 4.90758, 1.06512, 0.154344, 0.232359, 0.137922, 1.19212, 0.867307
R, 11.7128, 1.69299, 4.82324, 0.936497, 0.148064, 0.228832, 0.136396, 1.16592, 0.859301
R, 12.2002, 1.89948, 5.01094, 1.202, 0.145470, 0.225715, 0.134029, 1.14238, 0.848156
R, 12.7043, 1.95534, 5.13012, 1.0882, 0.157693, 0.223598, 0.136241, 1.12241, 0.845727
R, 13.2125, 2.23807, 5.20613, 1.45503, 0.154920, 0.222913, 0.134843, 1.10615, 0.836595
R, 13.5616, 2.62223, 4.5395, 1.86613, 0.171851, 0.219484, 0.133255, 1.08548, 0.822944
R, 13.9992, 2.79359, 4.52601, 1.84023, 0.197789, 0.216038, 0.130971, 1.06595, 0.813005
R, 14.4899, 2.95427, 4.80097, 1.84097, 0.203194, 0.213551, 0.129011, 1.05019, 0.807118
R, 14.9178, 3.3761, 4.73876, 2.29868, 0.206651, 0.211081, 0.128699, 1.03579, 0.795606
R, 15.3452, 3.73628, 4.40068, 2.47262, 0.230129, 0.208808, 0.132138, 1.01969, 0.784398
R, 15.798, 3.82889, 4.4149, 2.18723, 0.247197, 0.207516, 0.130102, 1.00552, 0.782637
R, 16.22, 4.08021, 4.16619, 2.18782, 0.244268, 0.206835, 0.12821, 0.990933, 0.785598
R, 16.6495, 4.3446, 4.24099, 2.28292, 0.252874, 0.207405, 0.127014, 0.97905, 0.790158
R, 16.9943, 4.69357, 3.71448, 2.37937, 0.261691, 0.207088, 0.125563, 0.964994, 0.796129
R, 17.3766, 4.85995, 3.75138, 2.26179, 0.276694, 0.207419, 0.129811, 0.952292, 0.81167
R, 17.7471, 5.0006, 3.68274, 2.09768, 0.279040, 0.208528, 0.147935, 0.940841, 0.839793
R, 18.0435, 5.42719, 3.41937, 2.41866, 0.280063, 0.20867, 0.159422, 0.929115, 0.857365
R, 18.3151, 5.9602, 3.3239, 2.9109, 0.299094, 0.207871, 0.162228, 0.918455, 0.861131
R, 18.5781, 6.43996, 3.09512, 3.17699, 0.323461, 0.206539, 0.162257, 0.907863, 0.860901
R, 18.8623, 6.88472, 3.09506, 3.40108, 0.343591, 0.205452, 0.161501, 0.899557, 0.858274
R, 19.0704, 7.26335, 2.6852, 3.35993, 0.360389, 0.203701, 0.161696, 0.889604, 0.859228
R, 19.3346, 7.62079, 2.70382, 3.40584, 0.374419, 0.202458, 0.164051, 0.882169, 0.861559
R, 19.5293, 8.03728, 2.60393, 3.54019, 0.385746, 0.201002, 0.167122, 0.876609, 0.862792
R, 19.7621, 8.3703, 2.38314, 3.42202, 0.401043, 0.20028, 0.17492, 0.871283, 0.869265
R, 19.898, 8.89493, 2.05502, 3.62343, 0.410829, 0.199067, 0.179249, 0.864803, 0.872103
R, 20.0021, 9.37486, 1.70857, 3.70562, 0.431535, 0.197403, 0.182759, 0.857342, 0.8744
R, 19.9681, 10.2148, 1.4473, 4.4553, 0.450031, 0.195542, 0.181095, 0.849933, 0.866177
R, 20.0401, 10.6634, 1.09268, 4.30497, 0.487377, 0.193934, 0.179323, 0.841955, 0.859936
R, 19.9895, 11.4017, 0.800482, 4.7385, 0.503289, 0.194265, 0.182441, 0.833985, 0.851349
R, 19.92, 11.9185, 0.157961, 4.51232, 0.534309, 0.197711, 0.186544, 0.826192, 0.844103
R, 19.9817, 12.3156, 0.45647, 4.60587, 0.555339, 0.199804, 0.187875, 0.819756, 0.836533
R, 20.0177, 12.6626, 0.0822451, 4.17167, 0.567848, 0.20081, 0.186711, 0.812676, 0.833442
R, 20.1938, 12.854, 0.264218, 3.78156, 0.578579, 0.199026, 0.186587, 0.810441, 0.837336
R, 20.1432, 13.3085, 0.0844411, 3.84679, 0.579463, 0.197277, 0.186926, 0.80951, 0.83899
R, 20.1736, 13.6212, -0.0826373, 3.58552, 0.596837, 0.195744, 0.191617, 0.810165, 0.845263
R, 20.0571, 14.0838, -0.343585, 3.65569, 0.606186, 0.194187, 0.196267, 0.810655, 0.848379
R, 20.0629, 14.3512, -0.327479, 3.47874, 0.625108, 0.194243, 0.208416, 0.816613, 0.853585
R, 19.9427, 14.7449, -1.01852, 3.07933, 0.633084, 0.194961, 0.222324, 0.814214, 0.866357
R, 19.8553, 15.0576, -0.96688, 3.11333, 0.649033, 0.197844, 0.241451, 0.816755, 0.875066
R, 19.6261, 15.5341, -1.14246, 3.36053, 0.661078, 0.199951, 0.256635, 0.820427, 0.875962
R, 19.4549, 15.92, -1.4375, 3.23061, 0.682833, 0.203443, 0.272136, 0.822742, 0.876898
R, 19.1174, 16.4698, -2.16801, 3.11313, 0.699317, 0.204661, 0.280947, 0.818133, 0.87746
R, 18.8747, 16.8819, -1.99261, 3.481, 0.726071, 0.206477, 0.288667, 0.818485, 0.871969
R, 18.593, 17.2861, -2.19381, 3.46886, 0.745165, 0.208495, 0.295202, 0.81895, 0.865769
R, 18.3635, 17.5454, -2.51687, 2.99445, 0.764832, 0.212584, 0.304651, 0.81761, 0.861822
R, 18.2028, 17.8356, -2.46843, 2.88332, 0.777975, 0.222164, 0.315391, 0.819987, 0.857345
R, 17.922, 18.0918, -2.70538, 2.61789, 0.790053, 0.233823, 0.327907, 0.821339, 0.85363
R, 17.4337, 18.6184, -3.12291, 2.85499, 0.804896, 0.240492, 0.333043, 0.81922, 0.84753
R, 16.8666, 19.1437, -3.7033, 2.89441, 0.834836, 0.242232, 0.333226, 0.813841, 0.841609
R, 16.6011, 19.1753, -3.70016, 2.32012, 0.866957, 0.247103, 0.337937, 0.809394, 0.836082
R, 16.2482, 19.3885, -3.61558, 2.38053, 0.874288, 0.253498, 0.343177, 0.806923, 0.830285
R, 15.493, 19.9791, -4.3282, 2.64044, 0.890324, 0.252988, 0.341968, 0.801379, 0.82706
R, 15.0447, 20.1635, -4.48686, 2.28957, 0.931169, 0.252397, 0.340918, 0.795955, 0.822964
R, 14.4155, 20.4938, -4.90766, 2.14201, 0.949576, 0.250726, 0.338821, 0.7917, 0.819646
R, 13.9038, 20.6918, -5.07234, 1.85641, 0.978814, 0.24909, 0.336631, 0.788064, 0.816038
R, 13.5275, 20.7174, -5.06345, 1.27403, 1.000294, 0.247576, 0.334873, 0.783978, 0.810862
R, 13.0498, 20.854, -5.08755, 1.15233, 1.012433, 0.246078, 0.332974, 0.779782, 0.806164
R, 12.287, 21.1043, -5.56642, 1.09616, 1.031800, 0.245806, 0.330923, 0.779446, 0.802594
R, 11.8884, 21.1154, -5.4346, 0.719483, 1.065687, 0.24476, 0.328853, 0.777334, 0.798318
R, 11.4246, 21.0746, -5.40006, 0.364877, 1.079184, 0.243593, 0.326872, 0.774765, 0.793685
R, 10.8477, 21.0329, -5.52362, 0.069751, 1.094759, 0.243177, 0.325059, 0.773301, 0.788996
R, 10.0477, 21.152, -5.88543, 0.218081, 1.115726, 0.248328, 0.323123, 0.776536, 0.786417
R, 9.5877, 21.1167, -5.77791, -0.114841, 1.150659, 0.252611, 0.321235, 0.778288, 0.783179
R, 9.09561, 21.086, -5.64895, -0.125445, 1.167314, 0.256878, 0.319467, 0.778624, 0.78184
R, 8.80974, 20.9578, -5.3254, -0.578215, 1.186151, 0.257449, 0.317642, 0.776083, 0.778698
R, 8.71097, 20.6873, -4.73508, -1.05655, 1.193709, 0.256101, 0.316043, 0.771617, 0.774452
R, 8.24967, 20.5424, -4.79068, -1.33976, 1.190089, 0.254824, 0.314517, 0.767264, 0.770138
R, 7.90102, 20.3687, -4.69348, -1.69222, 1.206990, 0.254363, 0.313102, 0.762953, 0.765803
R, 7.34608, 20.2026, -4.83182, -1.74321, 1.218252, 0.253245, 0.311658, 0.75915, 0.761661
R, 6.86951, 20.0296, -4.84611, -1.82245, 1.240676, 0.252045, 0.310139, 0.755797, 0.757922
R, 6.45248, 19.8513, -4.79548, -1.98319, 1.259553, 0.251006, 0.308528, 0.752664, 0.754369
R, 5.80533, 19.6339, -5.10553, -2.3064, 1.275748, 0.249808, 0.306906, 0.752832, 0.750454
R, 5.4989, 19.3131, -4.79729, -2.5144, 1.304401, 0.248506, 0.3055, 0.750991, 0.746547
R, 5.23786, 19.0594, -4.45682, -2.44833, 1.313329, 0.248008, 0.304053, 0.747713, 0.743486
R, 4.56855, 18.8398, -4.86189, -2.70936, 1.321394, 0.246801, 0.30248, 0.748493, 0.740059
R, 4.25411, 18.5387, -4.5853, -2.70548, 1.354390, 0.245533, 0.300929, 0.74753, 0.737429
R, 3.69853, 18.275, -4.8197, -3.24314, 1.365940, 0.244732, 0.299404, 0.750417, 0.733661
R, 3.5154, 17.9352, -4.32744, -3.07895, 1.393490, 0.243537, 0.297897, 0.749126, 0.730687
R, 2.96411, 17.6251, -4.56148, -3.44843, 1.397668, 0.242714, 0.296465, 0.751469, 0.72708
R, 2.75592, 17.2086, -4.16388, -3.79416, 1.426668, 0.24151, 0.294994, 0.75071, 0.72359
R, 2.39375, 16.8612, -4.05857, -3.4804, 1.432666, 0.240326, 0.293557, 0.750031, 0.720645
R, 1.86499, 16.4781, -4.25155, -3.51762, 1.450991, 0.240027, 0.292142, 0.752645, 0.718076
R, 1.5356, 16.1272, -4.09277, -3.57871, 1.481748, 0.239803, 0.290819, 0.754623, 0.715767
R, 1.30564, 15.6947, -3.77514, -4.06902, 1.499492, 0.239024, 0.289461, 0.75438, 0.712353
R, 0.896613, 15.3117, -3.83521, -4.04764, 1.510160, 0.239085, 0.28818, 0.755851, 0.709097
R, 0.672133, 14.9421, -3.56632, -3.92423, 1.536390, 0.238611, 0.287086, 0.755648, 0.706521
R, 0.466176, 14.481, -3.27325, -4.34606, 1.549115, 0.237737, 0.285896, 0.753959, 0.703243
R, 0.0953813, 13.9989, -3.32967, -4.76075, 1.560911, 0.237517, 0.28462, 0.75348, 0.700833
R, -0.12846, 13.5196, -3.11765, -4.90664, 1.588364, 0.237044, 0.283326, 0.75211, 0.698878
R, -0.392052, 13.0622, -3.04925, -4.67723, 1.604572, 0.236685, 0.282047, 0.750932, 0.695864
R, -0.70407, 12.5823, -3.07123, -4.58753, 1.626080, 0.236957, 0.280791, 0.750636, 0.69275
R, -0.98256, 12.1558, -3.01046, -4.62341, 1.654011, 0.237733, 0.279549, 0.750537, 0.689679
R, -1.27199, 11.6791, -2.96896, -4.7381, 1.680130, 0.239336, 0.278321, 0.750764, 0.686672
R, -1.33962, 11.2212, -2.5395, -4.5302, 1.709905, 0.239266, 0.277112, 0.748514, 0.683898
R, -1.46316, 10.7601, -2.20765, -4.84891, 1.717719, 0.238618, 0.275927, 0.74542, 0.681005
R, -1.65483, 10.2359, -2.11078, -5.04842, 1.733236, 0.237927, 0.274751, 0.74231, 0.678536
R, -1.76082, 9.7845, -1.91994, -4.83768, 1.760244, 0.236954, 0.273586, 0.739159, 0.675659
R, -2.05597, 9.27119, -2.09763, -5.08077, 1.777754, 0.236354, 0.272442, 0.736305, 0.673197
R, -2.13758, 8.83786, -1.85036, -4.83928, 1.823809, 0.235404, 0.271316, 0.733231, 0.670388
R, -2.45851, 8.29839, -2.12622, -5.05395, 1.841974, 0.235023, 0.270203, 0.730784, 0.66782
R, -2.46125, 7.9196, -1.631, -4.81959, 1.901007, 0.234059, 0.269199, 0.727895, 0.665103
R, -2.8131, 7.40067, -2.13157, -4.80853, 1.910005, 0.233693, 0.268146, 0.725756, 0.66244
R, -2.88164, 6.97184, -1.67747, -4.86414, 1.983066, 0.232855, 0.26726, 0.722839, 0.659773
R, -2.90435, 6.55005, -1.43262, -4.47628, 2.010314, 0.23201, 0.266693, 0.720394, 0.65826
R, -3.19452, 6.02763, -1.71259, -4.84584, 2.033971, 0.231126, 0.265976, 0.717529, 0.655668
R, -3.3804, 5.50986, -1.84676, -4.78023, 2.116498, 0.23028, 0.265159, 0.714795, 0.653181
R, -3.51212, 5.02764, -1.61649, -4.8746, 2.187207, 0.229386, 0.264384, 0.712059, 0.65063
R, -3.71443, 4.49019, -1.88181, -4.83744, 2.251103, 0.22854, 0.263467, 0.709408, 0.648126
R, -3.9098, 4.00132, -1.78627, -4.95747, 2.343067, 0.227746, 0.262562, 0.706678, 0.645656
R, -4.0834, 3.59772, -1.8754, -4.65124, 2.432797, 0.226953, 0.261987, 0.704018, 0.643489
R, -4.32691, 3.04647, -2.10141, -4.86802, 2.508757, 0.22638, 0.26116, 0.70177, 0.641047
R, -4.51917, 2.52312, -1.98211, -4.98464, 2.627935, 0.225851, 0.260245, 0.699205, 0.638752
R, -4.70463, 2.03729, -2.24243, -4.83013, 2.736178, 0.225314, 0.259336, 0.697188, 0.636364
R, -4.95635, 1.49745, -2.37015, -5.00196, 2.836121, 0.225102, 0.258375, 0.695492, 0.634255
R, -5.1482, 1.06583, -2.17278, -4.77329, 2.951878, 0.224847, 0.257465, 0.693053, 0.63192
R, -5.33206, 0.41153, -2.14902, -5.27816, 3.032347, 0.224472, 0.256747, 0.690541, 0.63134
R, -5.55564, -0.15866, -1.84909, -5.39444, -3.120632, 0.224167, 0.256525, 0.688527, 0.631871
R, -5.7646, -0.478476, -2.06978, -4.75336, -3.020577, 0.223808, 0.255683, 0.68618, 0.629652
R, -5.94847, -0.910606, -2.38021, -4.67695, -2.983205, 0.223253, 0.254798, 0.683751, 0.627429
R, -6.11243, -1.47436, -2.18534, -4.93502, -2.922381, 0.222504, 0.254211, 0.681552, 0.626023
R, -6.35547, -1.94002, -2.58043, -4.97748, -2.840229, 0.221761, 0.253689, 0.679195, 0.625113
R, -6.67375, -2.30635, -2.62379, -4.56554, -2.788441, 0.221199, 0.252897, 0.676826, 0.623018
R, -6.97861, -2.72038, -2.77221, -4.47361, -2.762523, 0.220824, 0.252062, 0.674518, 0.620912
R, -7.2265, -3.1898, -2.63934, -4.4994, -2.729956, 0.220339, 0.251311, 0.672287, 0.619
R, -7.48986, -3.74383, -2.57174, -4.75298, -2.689274, 0.219784, 0.251118, 0.670475, 0.618476
R, -7.75524, -4.15073, -2.70734, -4.63786, -2.642896, 0.219148, 0.250866, 0.668596, 0.61779
R, -8.0388, -4.59813, -2.73514, -4.59638, -2.619797, 0.21847, 0.250857, 0.667003, 0.617409
R, -8.32845, -4.99801, -2.61592, -4.34636, -2.594971, 0.217759, 0.250854, 0.666536, 0.61624
R, -8.65138, -5.2623, -2.78304, -3.95376, -2.577665, 0.21705, 0.250228, 0.665762, 0.614262
R, -8.95488, -5.66323, -2.91649, -4.0214, -2.576847, 0.21633, 0.249693, 0.664888, 0.612719
R, -9.2488, -5.93475, -2.95078, -3.73362, -2.561038, 0.215664, 0.248909, 0.664456, 0.610799
R, -9.58591, -6.31358, -3.09081, -3.78575, -2.557552, 0.215051, 0.248178, 0.663869, 0.609335
R, -10.0715, -6.55701, -3.58403, -3.58968, -2.546938, 0.214371, 0.247375, 0.66188, 0.607702
R, -10.4202, -6.8922, -3.63223, -3.58157, -2.556071, 0.213678, 0.246577, 0.660039, 0.606553
R, -10.846, -7.14633, -3.80965, -3.39862, -2.549656, 0.21301, 0.245842, 0.658072, 0.60529
R, -11.1914, -7.47894, -3.70604, -3.35766, -2.553492, 0.212339, 0.245069, 0.656689, 0.604562
R, -11.5705, -7.7456, -3.73476, -3.22331, -2.547228, 0.21172, 0.244316, 0.655611, 0.604009
R, -11.9414, -8.01287, -3.57628, -3.00882, -2.547513, 0.211244, 0.243566, 0.655971, 0.603257
R, -12.3791, -8.25701, -3.99369, -3.08119, -2.547176, 0.210759, 0.242824, 0.654624, 0.604084
R, -12.7781, -8.46902, -3.78199, -2.75528, -2.551093, 0.210446, 0.242105, 0.654795, 0.603977
R, -13.294, -8.64218, -4.14265, -2.64029, -2.554975, 0.209907, 0.241456, 0.653528, 0.60439
R, -13.7187, -8.75779, -3.93245, -2.21914, -2.565432, 0.209475, 0.241038, 0.653711, 0.60356
R, -14.216, -8.92384, -4.36393, -2.27244, -2.574895, 0.208949, 0.240627, 0.652182, 0.604277
R, -14.6097, -9.18728, -4.14888, -2.25262, -2.583320, 0.208714, 0.239919, 0.651811, 0.606566
R, -15.0876, -9.42299, -4.18619, -2.23445, -2.581933, 0.208474, 0.239257, 0.651501, 0.610836
R, -15.5662, -9.53984, -4.07123, -1.92019, -2.585081, 0.208247, 0.238631, 0.652145, 0.614108
R, -16.1242, -9.49807, -4.2675, -1.48825, -2.594393, 0.207748, 0.237935, 0.651759, 0.615534
R, -16.484, -9.6252, -4.12739, -1.43147, -2.613870, 0.207815, 0.237247, 0.652329, 0.618485
R, -16.8457, -9.99455, -4.13198, -1.86223, -2.617416, 0.208882, 0.238291, 0.65291, 0.629758
R, -17.4158, -9.94656, -4.20306, -1.37453, -2.608643, 0.209234, 0.238845, 0.653006, 0.637216
R, -17.9425, -9.85897, -4.21077, -0.923583, -2.627026, 0.209312, 0.238901, 0.652964, 0.642028
R, -18.3818, -9.88605, -4.33427, -0.863579, -2.644984, 0.209695, 0.23942, 0.652158, 0.648885
R, -18.8614, -9.78308, -4.42795, -0.568522, -2.654220, 0.210084, 0.239664, 0.650856, 0.654984
R, -19.3894, -9.5923, -4.28775, -0.053048, -2.670192, 0.210127, 0.239355, 0.649877, 0.658119
R, -20.0049, -9.15753, -4.46199, 0.683367, -2.690597, 0.209601, 0.238918, 0.648219, 0.657695
R, -20.4173, -9.21812, -4.39818, 0.484568, -2.723376, 0.209215, 0.238279, 0.646551, 0.66029
R, -20.9627, -8.98184, -4.34577, 0.847078, -2.727385, 0.208641, 0.237612, 0.644838, 0.661839
R, -21.4454, -8.8134, -4.20438, 1.04252, -2.747534, 0.208058, 0.236948, 0.643199, 0.663671
R, -21.8972, -8.43299, -3.88137, 1.58809, -2.762553, 0.207485, 0.236635, 0.642107, 0.663431
R, -22.3177, -8.15671, -4.04976, 1.73373, -2.786084, 0.206917, 0.236525, 0.640378, 0.663631
R, -22.6243, -8.14281, -3.76692, 1.53816, -2.803726, 0.206436, 0.235881, 0.638878, 0.66693
R, -22.9748, -8.0441, -3.3619, 1.55751, -2.807297, 0.20608, 0.235708, 0.6382, 0.672078
R, -23.3851, -7.68925, -3.59761, 1.81355, -2.815292, 0.205633, 0.235304
