R,9.24137,1.01693,4.89193,0.493422,0.988683,0.21798,0.103831,1.53889,0.424586,9.61255,1.25524,5.00656,1.08873
L,9.8791,1.24373,5.35586,1.04767, ,0.215031,0.103016,1.51915,0.419133,9.86254,1.31118,4.98922,1.14794
R,9.8791,1.24373,5.35586,1.04767,1.066275,0.21551,0.103699,1.50033,0.414403,10.1117,1.37011,4.97074,1.20841
L,10.3374,1.40017,5.11433,1.20907, ,0.21276,0.102488,1.4812,0.409172,10.3598,1.4321,4.95106,1.2701
R,10.3374,1.40017,5.11433,1.20907,1.348493,0.214364,0.102356,1.46286,0.4045,10.6069,1.49721,4.93014,1.33298
L,10.7939,1.4891,4.94278,1.1092, ,0.211935,0.101801,1.44492,0.402057,10.853,1.56549,4.90794,1.39701
R,10.7939,1.4891,4.94278,1.1092,1.521076,0.214587,0.103138,1.42764,0.400957,11.0979,1.637,4.8844,1.46213
L,11.4278,1.60684,5.37896,1.13052, ,0.212484,0.103181,1.41316,0.400884,11.3416,1.71179,4.85948,1.52832
R,11.4278,1.60684,5.37896,1.13052,1.600020,0.211372,0.10567,1.39943,0.402455,11.584,1.78992,4.83313,1.59551
L,11.8783,1.73205,5.10612,1.16848, ,0.209161,0.106535,1.38452,0.404746,11.8251,1.87144,4.80531,1.66366
R,11.8783,1.73205,5.10612,1.16848,1.719896,0.208693,0.110441,1.37026,0.408875,12.0647,1.95639,4.77598,1.73273
L,12.3579,1.81835,5.00926,1.07307, ,0.206617,0.114144,1.35615,0.418267,12.3029,2.04482,4.74508,1.80265
R,12.3579,1.81835,5.00926,1.07307,1.848900,0.206125,0.121941,1.34263,0.429705,12.5394,2.13677,4.71257,1.87338
L,12.7343,2.04223,4.62032,1.43716, ,0.204091,0.123706,1.32889,0.431437,12.7743,2.23227,4.67842,1.94485
R,12.7343,2.04223,4.62032,1.43716,1.925659,0.205699,0.129109,1.31553,0.434902,13.0075,2.33137,4.64258,2.01701
L,13.1455,2.28929,4.46133,1.75996, ,0.204091,0.129435,1.30273,0.433087,13.2388,2.43409,4.605,2.08981
R,13.1455,2.28929,4.46133,1.75996,2.185943,0.207013,0.132833,1.29022,0.432532,13.4682,2.54047,4.56565,2.16317
L,13.7058,2.53983,4.81803,1.99279, ,0.205056,0.13245,1.27863,0.429744,13.6955,2.65053,4.52448,2.23703
R,13.7058,2.53983,4.81803,1.99279,2.465282,0.205244,0.134726,1.26756,0.427947,13.9208,2.7643,4.48147,2.31134
L,14.1983,2.83395,4.85152,2.28903, ,0.203502,0.133651,1.25723,0.424241,14.1439,2.88179,4.43656,2.38601
R,14.1983,2.83395,4.85152,2.28903,2.739105,0.202898,0.134366,1.24748,0.421063,14.3646,3.00303,4.38974,2.46099
L,14.5798,2.99018,4.52766,2.06203, ,0.20111,0.134428,1.23674,0.422052,14.583,3.12802,4.34097,2.5362
R,14.5798,2.99018,4.52766,2.06203,3.062850,0.201434,0.137785,1.22643,0.424575,14.7989,3.25679,4.29021,2.61157
L,15.0295,3.3414,4.5182,2.51501, ,0.199733,0.136755,1.21654,0.421557,15.0122,3.38932,4.23744,2.68703
R,15.0295,3.3414,4.5182,2.51501,3.196379,0.199627,0.137681,1.20714,0.419248,15.2228,3.52563,4.18263,2.76249
L,15.5011,3.70341,4.5798,2.86017, ,0.198189,0.136633,1.19861,0.415807,15.4306,3.66572,4.12575,2.83789
R,15.5011,3.70341,4.5798,2.86017,3.592902,0.197325,0.136195,1.19069,0.412495,15.6355,3.80957,4.06678,2.91315
L,15.9676,3.99481,4.60664,2.87698, ,0.196438,0.135193,1.18363,0.409448,15.8375,3.95719,4.00571,2.98817
R,15.9676,3.99481,4.60664,2.87698,3.989424,0.195086,0.134884,1.17727,0.406901,16.0363,4.10854,3.94251,3.0629
L,16.383,4.35844,4.46499,3.11416, ,0.194485,0.134358,1.17045,0.403769,16.2319,4.26363,3.87716,3.13723
R,16.383,4.35844,4.46499,3.11416,4.282503,0.193072,0.133569,1.16435,0.400876,16.4242,4.42242,3.80966,3.21109
L,16.7241,4.67153,4.13576,3.11939, ,0.192106,0.13299,1.15664,0.398384,16.613,4.5849,3.74,3.28438
R,16.7241,4.67153,4.13576,3.11939,4.669855,0.1909,0.13236,1.1495,0.396492,16.7983,4.75103,3.66817,3.35704
L,17.0712,5.0898,3.92824,3.45151, ,0.18983,0.132964,1.14185,0.393618,16.9799,4.92077,3.59416,3.42897
R,17.0712,5.0898,3.92824,3.45151,4.983468,0.188754,0.132012,1.13473,0.390839,17.1579,5.09409,3.51797,3.50008
L,17.3824,5.43517,3.67338,3.45219, ,0.187516,0.13252,1.12705,0.38833,17.3319,5.27094,3.4396,3.57028
R,17.3824,5.43517,3.67338,3.45219,5.434947,0.186741,0.13161,1.11981,0.386255,17.5019,5.45128,3.35907,3.63949
L,17.7664,5.70766,3.72525,3.22502, ,0.185815,0.130981,1.11335,0.387737,17.6679,5.63506,3.27637,3.70762
R,17.7664,5.70766,3.72525,3.22502,5.780385,0.184702,0.130773,1.10754,0.390371,17.8297,5.82221,3.19151,3.77458
L,18.133,6.09544,3.70686,3.42892, ,0.184238,0.130249,1.10233,0.390658,17.9872,6.01269,3.10453,3.84027
R,18.133,6.09544,3.70686,3.42892,6.030159,0.183023,0.130014,1.09792,0.391897,18.1402,6.20641,3.01542,3.90462
L,18.3694,6.54257,3.28755,3.7545, ,0.182063,0.130139,1.09156,0.3901,18.2888,6.40332,2.92421,3.96753
R,18.3694,6.54257,3.28755,3.7545,6.438331,0.181034,0.129485,1.08577,0.388834,18.4328,6.60333,2.83093,4.0289
L,18.6253,6.84423,3.05981,3.52404, ,0.179985,0.128733,1.07949,0.391553,18.572,6.80638,2.7356,4.08867
R,18.6253,6.84423,3.05981,3.52404,6.918018,0.179086,0.1293,1.07376,0.395277,18.7064,7.01237,2.63825,4.14672
L,19.0307,7.19047,3.37051,3.50478, ,0.179289,0.128544,1.0711,0.400417,18.8359,7.22122,2.53893,4.20299
R,19.0307,7.19047,3.37051,3.50478,7.196637,0.178362,0.130531,1.06952,0.406553,18.9604,7.43283,2.43767,4.25737
L,19.2023,7.69416,2.85372,3.98334, ,0.177794,0.129845,1.06459,0.405682,19.0798,7.64712,2.3345,4.3098
R,19.2023,7.69416,2.85372,3.98334,7.540950,0.176735,0.130393,1.06042,0.405351,19.1939,7.86397,2.22949,4.36017
L,19.3215,8.1093,2.33453,4.03582, ,0.175704,0.129655,1.05441,0.404981,19.3028,8.08329,2.12266,4.40842
R,19.3215,8.1093,2.33453,4.03582,8.092498,0.174918,0.130614,1.04884,0.405143,19.4062,8.30497,2.01409,4.45445
L,19.4578,8.41686,2.03102,3.7359, ,0.173981,0.130416,1.04288,0.411014,19.5042,8.5289,1.90381,4.49819
R,19.4578,8.41686,2.03102,3.7359,8.512881,0.173622,0.134588,1.03725,0.417556,19.5966,8.75494,1.7919,4.53956
L,19.8212,8.83725,2.5317,3.88209, ,0.17326,0.134718,1.03537,0.421714,19.6835,8.983,1.67841,4.57848
R,19.8212,8.83725,2.5317,3.88209,8.790449,0.172398,0.139698,1.03464,0.426419,19.7645,9.21294,1.56341,4.61488
L,20.1131,9.33483,2.65292,4.22369, ,0.173826,0.139404,1.03668,0.426403,19.8398,9.44463,1.44697,4.64869
R,20.1131,9.33483,2.65292,4.22369,9.225462,0.174181,0.143185,1.04023,0.426738,19.9093,9.67795,1.32916,4.67984
L,20.2751,9.82803,2.33014,4.44493, ,0.176056,0.142684,1.04112,0.425315,19.9728,9.91275,1.21005,4.70826
R,20.2751,9.82803,2.33014,4.44493,9.757197,0.176928,0.145731,1.04344,0.424095,20.0303,10.1489,1.08972,4.73389
L,20.3482,10.3642,1.83078,4.73132, ,0.178105,0.14498,1.0417,0.421865,20.0818,10.3863,0.968259,4.75666
R,20.3482,10.3642,1.83078,4.73132,10.272521,0.178607,0.146652,1.04112,0.419687,20.1271,10.6247,0.845742,4.77652
L,20.4564,10.9184,1.59684,4.9846, ,0.180109,0.145999,1.03954,0.41797,20.1663,10.864,0.722256,4.7934
R,20.4564,10.9184,1.59684,4.9846,10.837342,0.181059,0.146459,1.03914,0.416217,20.1993,11.1041,0.597892,4.80727
L,20.4761,11.3849,1.1594,4.88454, ,0.181886,0.145772,1.03618,0.414164,20.2261,11.3449,0.472738,4.81807
R,20.4761,11.3849,1.1594,4.88454,11.416892,0.182422,0.14643,1.03418,0.41213,20.2466,11.5861,0.346889,4.82575
L,20.6023,11.9055,1.19165,4.98502, ,0.184671,0.14591,1.03357,0.410373,20.2608,11.8275,0.220439,4.83027
R,20.6023,11.9055,1.19165,4.98502,11.873310,0.18671,0.146095,1.03423,0.408639,20.2687,12.0692,0.093487,4.83159
L,20.5368,12.4473,0.614777,5.12026, ,0.18765,0.146005,1.03118,0.407657,20.2701,12.3108,-0.0338694,4.82968
R,20.5368,12.4473,0.614777,5.12026,12.403983,0.188634,0.145665,1.02903,0.406728,20.2652,12.5522,-0.161529,4.82451
L,20.5514,12.928,0.468454,5.02255, ,0.189964,0.145565,1.02678,0.405288,20.254,12.7933,-0.28939,4.81605
R,20.5514,12.928,0.468454,5.02255,12.959305,0.191528,0.145241,1.02554,0.403928,20.2363,13.0339,-0.417348,4.80428
L,20.4095,13.3081,-0.121218,4.64086, ,0.191582,0.144598,1.02156,0.402292,20.2122,13.2738,-0.545298,4.78918
R,20.4095,13.3081,-0.121218,4.64086,13.430280,0.191948,0.14527,1.01821,0.40062,20.1818,13.5129,-0.673135,4.77072
L,20.3633,13.8271,-0.227531,4.81232, ,0.192207,0.144786,1.01501,0.398824,20.1449,13.7509,-0.800753,4.74892
R,20.3633,13.8271,-0.227531,4.81232,13.772164,0.192951,0.144939,1.01259,0.397097,20.1017,13.9878,-0.928043,4.72374
L,20.2382,14.3217,-0.547222,4.85429, ,0.192891,0.144587,1.00917,0.395593,20.0521,14.2233,-1.0549,4.69521
R,20.2382,14.3217,-0.547222,4.85429,14.308292,0.193385,0.144509,1.00644,0.394236,19.9962,14.4573,-1.18121,4.66331
L,19.9954,14.7912,-1.13479,4.80437, ,0.192615,0.144185,1.00211,0.392838,19.934,14.6897,-1.30687,4.62805
R,19.9954,14.7912,-1.13479,4.80437,14.807155,0.192153,0.144058,0.998092,0.391629,19.8655,14.9202,-1.43177,4.58944
L,19.9468,15.2406,-0.932005,4.70758, ,0.191869,0.143687,0.995444,0.390208,19.7908,15.1486,-1.55581,4.54751
R,19.9468,15.2406,-0.932005,4.70758,15.271612,0.192303,0.143608,0.993567,0.38899,19.7099,15.3749,-1.67887,4.50226
L,19.8814,15.6379,-0.845211,4.47791, ,0.192965,0.143039,0.993249,0.387331,19.6229,15.5989,-1.80085,4.45372
R,19.8814,15.6379,-0.845211,4.47791,15.711380,0.194853,0.143418,0.993983,0.385749,19.5298,15.8203,-1.92164,4.40193
L,19.6464,16.0502,-1.31531,4.36723, ,0.195038,0.142818,0.992032,0.38413,19.4307,16.039,-2.04114,4.3469
R,19.6464,16.0502,-1.31531,4.36723,16.085642,0.196417,0.143444,0.990889,0.382593,19.3257,16.2549,-2.15925,4.28868
L,19.3855,16.3864,-1.7194,4.05328, ,0.196218,0.143042,0.988082,0.381337,19.2148,16.4679,-2.27586,4.22731
R,19.3855,16.3864,-1.7194,4.05328,16.486932,0.197137,0.144875,0.9859,0.3799,19.0981,16.6777,-2.39087,4.16284
L,19.1151,16.8137,-2.02682,4.12188, ,0.196736,0.144424,0.982827,0.37836,18.9757,16.8841,-2.50418,4.0953
R,19.1151,16.8137,-2.02682,4.12188,16.791747,0.197407,0.145922,0.980284,0.376933,18.8477,17.0872,-2.61571,4.02476
L,18.7733,17.2994,-2.46132,4.35142, ,0.196687,0.145341,0.97664,0.377124,18.7142,17.2866,-2.72534,3.95127
R,18.7733,17.2994,-2.46132,4.35142,17.225896,0.196698,0.145677,0.97332,0.378016,18.5752,17.4822,-2.83299,3.87489
L,18.3286,17.6497,-3.0816,4.08636, ,0.196133,0.145118,0.969564,0.377407,18.4309,17.674,-2.93858,3.79568
R,18.3286,17.6497,-3.0816,4.08636,17.734527,0.19541,0.145761,0.965775,0.37737,18.2814,17.8617,-3.042,3.71372
L,18.1087,18.0526,-2.80583,4.06852, ,0.194657,0.145196,0.962483,0.377891,18.1268,18.0453,-3.14318,3.62906
R,18.1087,18.0526,-2.80583,4.06852,18.058303,0.194304,0.145421,0.959537,0.379259,17.9671,18.2246,-3.24204,3.5418
L,17.8626,18.3467,-2.69842,3.71647, ,0.193632,0.144938,0.957502,0.378514,17.8026,18.3994,-3.3385,3.45199
R,17.8626,18.3467,-2.69842,3.71647,18.459442,0.193926,0.145687,0.956006,0.378354,17.6334,18.5697,-3.43247,3.35973
L,17.4954,18.7116,-3.00234,3.69535, ,0.193221,0.145152,0.953478,0.378771,17.4595,18.7353,-3.5239,3.26509
R,17.4954,18.7116,-3.00234,3.69535,18.718378,0.193387,0.145486,0.951376,0.380093,17.281,18.8962,-3.61271,3.16817
L,17.1863,18.9901,-3.03003,3.41098, ,0.192818,0.145044,0.949592,0.379825,17.0983,19.0521,-3.69883,3.06904
R,17.1863,18.9901,-3.03003,3.41098,19.081152,0.193551,0.145658,0.94829,0.380329,16.9113,19.203,-3.78221,2.9678
L,16.7385,19.2007,-3.48238,3.00337, ,0.192849,0.145676,0.945382,0.379124,16.7201,19.3488,-3.86278,2.86455
R,16.7385,19.2007,-3.48238,3.00337,19.331209,0.193006,0.147213,0.942757,0.378318,16.5251,19.4894,-3.9405,2.75938
L,16.3171,19.5553,-3.7107,3.1727, ,0.192312,0.1468,0.939715,0.37953,16.3262,19.6246,-4.01531,2.65237
R,16.3171,19.5553,-3.7107,3.1727,19.501045,0.19232,0.147241,0.936894,0.381891,16.1237,19.7545,-4.08716,2.54364
L,15.9359,19.8715,-3.74254,3.16943, ,0.191643,0.146719,0.934214,0.385551,15.9176,19.8789,-4.15602,2.43329
R,15.9359,19.8715,-3.74254,3.16943,19.872527,0.19192,0.146586,0.931788,0.390726,15.7082,19.9978,-4.22185,2.32141
L,15.5016,20.1862,-3.93002,3.16239, ,0.191249,0.146207,0.928997,0.397452,15.4956,20.111,-4.28461,2.2081
R,15.5016,20.1862,-3.93002,3.16239,20.188426,0.191477,0.145724,0.926409,0.405962,15.2799,20.2185,-4.34427,2.09347
L,15.1521,20.4726,-3.79422,3.06915, ,0.190964,0.14577,0.924583,0.414591,15.0613,20.3203,-4.4008,1.97763
R,15.1521,20.4726,-3.79422,3.06915,20.502409,0.192054,0.145345,0.923028,0.425101,14.84,20.4162,-4.4542,1.86068
L,14.723,20.6997,-3.94919,2.82003, ,0.191603,0.145725,0.921023,0.43287,14.6161,20.5063,-4.50443,1.74272
R,14.723,20.6997,-3.94919,2.82003,20.779471,0.19291,0.14551,0.91924,0.442469,14.3897,20.5904,-4.55149,1.62386
L,14.1991,20.7998,-4.35212,2.2517, ,0.192287,0.145418,0.916367,0.445213,14.1611,20.6686,-4.59537,1.50421
R,14.1991,20.7998,-4.35212,2.2517,20.981720,0.192897,0.145012,0.913601,0.449348,13.9304,20.7408,-4.63606,1.38386
L,13.6259,20.8849,-4.78311,1.81437, ,0.192346,0.14467,0.910615,0.450101,13.6977,20.807,-4.67357,1.26294
R,13.6259,20.8849,-4.78311,1.81437,21.024936,0.192166,0.144201,0.907635,0.451925,13.4632,20.8671,-4.70789,1.14153
L,13.1287,20.9556,-4.84206,1.46849, ,0.191702,0.143756,0.904702,0.451904,13.2271,20.9211,-4.73904,1.01975
R,13.1287,20.9556,-4.84206,1.46849,21.066359,0.191408,0.143293,0.90178,0.452777,12.9895,20.969,-4.76702,0.897694
L,12.7513,21.0822,-4.50871,1.40528, ,0.190789,0.142945,0.899154,0.45414,12.7506,21.0108,-4.79186,0.775469
R,12.7513,21.0822,-4.50871,1.40528,21.102470,0.191151,0.142515,0.8966,0.45667,12.5106,21.0465,-4.81358,0.653175
L,12.2564,21.1701,-4.6462,1.24068, ,0.190544,0.142258,0.893864,0.458724,12.2695,21.0761,-4.83219,0.530912
R,12.2564,21.1701,-4.6462,1.24068,21.222763,0.19081,0.141918,0.891175,0.462035,12.0276,21.0996,-4.84773,0.408778
L,11.7402,21.0936,-4.80724,0.614444, ,0.190242,0.141483,0.888378,0.461312,11.785,21.117,-4.86022,0.286869
R,11.7402,21.0936,-4.80724,0.614444,21.294134,0.190294,0.141067,0.885611,0.461237,11.5418,21.1283,-4.86971,0.165281
L,11.3078,21.1148,-4.65613,0.488569, ,0.189704,0.140635,0.883027,0.461134,11.2982,21.1335,-4.87623,0.0441057
R,11.3078,21.1148,-4.65613,0.488569,21.155084,0.190163,0.140208,0.880472,0.461848,11.0544,21.1327,-4.87982,-0.076565
L,10.8647,21.053,-4.58602,0.143075, ,0.189626,0.139894,0.878071,0.461198,10.8105,21.1259,-4.88053,-0.196643
R,10.8647,21.053,-4.58602,0.143075,21.163641,0.190475,0.139545,0.875687,0.461185,10.5666,21.1131,-4.8784,-0.31604
L,10.3046,21.1335,-4.90293,0.3498, ,0.189902,0.139155,0.873032,0.463823,10.3229,21.0943,-4.87349,-0.434674
R,10.3046,21.1335,-4.90293,0.3498,21.067336,0.190133,0.138824,0.870404,0.467697,10.0795,21.0697,-4.86585,-0.552463
L,9.89939,21.0803,-4.63725,0.0741656, ,0.189626,0.138444,0.867958,0.46983,9.83658,21.0391,-4.85554,-0.669327
R,9.89939,21.0803,-4.63725,0.0741656,21.168501,0.190521,0.138161,0.865516,0.473099,9.59422,21.0028,-4.84262,-0.785189
L,9.48405,20.9888,-4.48611,-0.234517, ,0.190225,0.137769,0.86335,0.474466,9.35258,20.9607,-4.82714,-0.899977
R,9.48405,20.9888,-4.48611,-0.234517,21.087671,0.191802,0.137486,0.861164,0.476828,9.11177,20.9128,-4.80919,-1.01362
L,8.88023,20.8984,-4.97091,-0.443708, ,0.191242,0.137116,0.858755,0.478286,8.87192,20.8594,-4.78881,-1.12605
R,8.88023,20.8984,-4.97091,-0.443708,20.965393,0.191613,0.136922,0.856397,0.480717,8.63315,20.8003,-4.76608,-1.2372
L,8.30819,20.6811,-5.205,-0.984039, ,0.191174,0.136589,0.854647,0.480119,8.39557,20.7358,-4.74108,-1.34701
R,8.30819,20.6811,-5.205,-0.984039,20.854048,0.190958,0.1362,0.853,0.480069,8.1593,20.6657,-4.71387,-1.45542
L,7.83363,20.5207,-5.06152,-1.17769, ,0.190535,0.135913,0.851037,0.479578,7.92445,20.5903,-4.68453,-1.56237
R,7.83363,20.5207,-5.06152,-1.17769,20.582654,0.190297,0.135529,0.849174,0.479639,7.69111,20.5096,-4.65313,-1.66781
L,7.25869,20.3978,-5.27636,-1.19361, ,0.190357,0.135159,0.848209,0.480252,7.45939,20.4237,-4.61975,-1.7717
R,7.25869,20.3978,-5.27636,-1.19361,20.402887,0.189834,0.134868,0.847411,0.481608,7.22939,20.3326,-4.58448,-1.87399
L,6.77048,20.2352,-5.15321,-1.32866, ,0.190087,0.134491,0.846253,0.482682,7.00119,20.2364,-4.54738,-1.97462
R,6.77048,20.2352,-5.15321,-1.32866,20.278429,0.189558,0.134323,0.845266,0.484531,6.7749,20.1352,-4.50854,-2.07357
L,6.31777,20.0609,-4.95764,-1.4581, ,0.189824,0.133972,0.843713,0.486086,6.55059,20.0292,-4.46805,-2.17079
R,6.31777,20.0609,-4.95764,-1.4581,20.102326,0.189304,0.134021,0.842314,0.488436,6.32834,19.9183,-4.42598,-2.26625
L,5.84032,19.8756,-4.90046,-1.5814, ,0.189822,0.133763,0.840882,0.490487,6.10823,19.8027,-4.38241,-2.35993
R,5.84032,19.8756,-4.90046,-1.5814,19.915076,0.189341,0.134157,0.839621,0.493343,5.89034,19.6824,-4.33744,-2.45178
L,5.50945,19.6511,-4.40326,-1.7886, ,0.189219,0.13397,0.837389,0.495115,5.67472,19.5577,-4.29114,-2.5418
R,5.50945,19.6511,-4.40326,-1.7886,19.717458,0.188743,0.134604,0.835217,0.497621,5.46145,19.4284,-4.24359,-2.62995
L,5.11637,19.457,-4.25571,-1.83616, ,0.188493,0.134766,0.832993,0.500443,5.25059,19.2948,-4.19488,-2.71622
R,5.11637,19.457,-4.25571,-1.83616,19.472261,0.188069,0.136177,0.830813,0.504043,5.04219,19.157,-4.1451,-2.80059
L,4.78459,19.1372,-3.96275,-2.26153, ,0.187609,0.136107,0.828668,0.504736,4.8363,19.015,-4.09432,-2.88305
R,4.78459,19.1372,-3.96275,-2.26153,19.273419,0.187437,0.137137,0.826505,0.505976,4.63297,18.8689,-4.04263,-2.96359
L,4.42579,18.875,-3.84571,-2.3741, ,0.186947,0.137244,0.824404,0.50696,4.43224,18.7188,-3.99012,-3.0422
R,4.42579,18.875,-3.84571,-2.3741,18.911082,0.186971,0.138705,0.822281,0.508487,4.23416,18.5648,-3.93685,-3.11888
L,4.14472,18.5644,-3.52242,-2.60279, ,0.186642,0.138808,0.820558,0.508948,4.03876,18.4071,-3.88293,-3.19362
R,4.14472,18.5644,-3.52242,-2.60279,18.637630,0.187391,0.140328,0.818736,0.509866,3.84606,18.2457,-3.82841,-3.26644
L,3.63672,18.24,-4.00892,-2.80299, ,0.186915,0.140432,0.816808,0.509994,3.65611,18.0807,-3.77339,-3.33732
R,3.63672,18.24,-4.00892,-2.80299,18.304135,0.186823,0.142018,0.814986,0.510513,3.46891,17.9122,-3.71795,-3.40627
L,3.18415,17.8614,-4.17033,-3.11013, ,0.186485,0.14192,0.813721,0.509873,3.28449,17.7402,-3.66215,-3.47331
R,3.18415,17.8614,-4.17033,-3.11013,17.959740,0.186103,0.143119,0.812654,0.509494,3.10287,17.565,-3.60609,-3.53844
L,2.8502,17.6742,-3.91082,-2.72335, ,0.185709,0.144207,0.811013,0.512012,2.92405,17.3866,-3.54982,-3.60167
R,2.8502,17.6742,-3.91082,-2.72335,17.550397,0.185385,0.147622,0.809521,0.515034,2.74805,17.2051,-3.49344,-3.66302
L,2.50349,17.254,-3.77222,-3.18543, ,0.184992,0.148172,0.807851,0.515146,2.57486,17.0205,-3.437,-3.72251
R,2.50349,17.254,-3.77222,-3.18543,17.401892,0.184665,0.150743,0.80632,0.51557,2.4045,16.833,-3.38059,-3.78014
L,2.18582,16.8878,-3.58621,-3.33427, ,0.184244,0.151351,0.804541,0.515503,2.23695,16.6427,-3.32428,-3.83595
R,2.18582,16.8878,-3.58621,-3.33427,16.935410,0.183964,0.154064,0.802876,0.515707,2.07221,16.4497,-3.26812,-3.88995
L,1.85642,16.3445,-3.49496,-3.98958, ,0.183553,0.153818,0.801159,0.514459,1.91027,16.254,-3.21219,-3.94216
R,1.85642,16.3445,-3.49496,-3.98958,16.554330,0.183254,0.154758,0.79956,0.513209,1.75112,16.0557,-3.15656,-3.99261
L,1.47913,16.0109,-3.58176,-3.78559, ,0.182987,0.154764,0.798325,0.512276,1.59474,15.8549,-3.10129,-4.04132
R,1.47913,16.0109,-3.58176,-3.78559,15.945569,0.182566,0.156387,0.797268,0.511474,1.44111,15.6517,-3.04644,-4.08832
L,1.15039,15.537,-3.48981,-4.08325, ,0.182385,0.156139,0.796103,0.510261,1.29021,15.4463,-2.99207,-4.13364
